codbar,neighborhood,district,ind_equip,ind_dem,ind_econom,ind_global,vul_global,area_m2,area_km2,centroid_lat,centroid_lon,bike_parking_points,bike_parking_spaces,grid_points,underserved_share,median_nearest_bike_parking_m,p90_nearest_bike_parking_m,spaces_per_km2,points_per_km2,vulnerability_pressure,capacity_gap,accessibility_gap,underserved_gap,priority_score,base_rank,expected_priority_score,priority_score_p05,priority_score_p95,expected_rank,rank_p05,rank_p50,rank_p95,rank_interval_width,top_1_probability,top_5_probability,top_10_probability,priority_z_score,spatial_lag_z_score,spatial_quadrant,knn_neighbors
161,BENICALAP,BENICALAP,4.6,3.1,2.5,3.4,Vulnerabilidad Baja,1718943.83195,1.7189438319500001,39.4930056468238,-0.39100217681317745,110,660,20,0.0,63.55,100.23000000000002,383.95669930138695,63.99278321689783,0.25,0.8169563666332681,0.046909676649564504,0.0,0.3544688453198933,56,0.35411504708697794,0.27943699516587356,0.43295560062771354,54.8518,47.0,56.0,61.0,14.0,0.0,0.0,0.0,-0.8669348646989197,0.5330585477483738,low-high,5
107,CIUTAT DE LES ARTS I DE LES CIENCIES,QUATRE CARRERES,2.0,3.9,4.2,3.4,Vulnerabilidad Baja,989223.53785,0.98922353785,39.45384403596644,-0.3568539112822707,45,420,11,0.0,76.6,137.6,424.5754209537282,45.490223673613734,0.25,0.7971606689558464,0.06920415224913494,0.0,0.35298903113658087,57,0.35266398810367244,0.2807926313659366,0.42833913577853666,55.5691,48.0,56.0,60.0,12.0,0.0,0.0,0.0,-0.8800470306459363,0.5184773649556507,low-high,5
125,PENYA-ROJA,CAMINS AL GRAU,2.2,3.6,4.5,3.4,Vulnerabilidad Baja,911109.38565,0.91110938565,39.459178639411256,-0.34984955490314573,62,437,11,0.0,68.6,95.3,479.63505467374506,68.04890935874644,0.25,0.7703271345900938,0.04396850017897625,0.0,0.3398918404128234,58,0.3395548296156272,0.2695271791407441,0.41320491932076214,58.621,52.0,58.0,63.0,11.0,0.0,0.0,0.0,-0.996097099733141,0.24451895777962773,low-high,5
152,TORREFIEL,RASCANYA,4.2,2.9,1.9,3.0,Vulnerabilidad Baja,700272.87745,0.70027287745,39.49519800920953,-0.37693208543042944,176,707,6,0.0,31.9,48.099999999999994,1009.6064302454444,251.33059649674428,0.44999999999999996,0.5120434490940491,0.015809569263810996,0.0,0.3367749485809769,59,0.33647567606928874,0.2817817550241293,0.3860874583848174,58.5818,55.0,60.0,60.0,5.0,0.0,0.0,0.0,-1.0237148935068088,0.14582230617344252,low-high,5
34,ARRANCAPINS,EXTRAMURS,3.6,2.7,3.4,3.2,Vulnerabilidad Baja,874367.828451,0.874367828451,39.46409867704082,-0.3842651882829985,131,660,10,0.0,45.900000000000006,70.71999999999998,754.8310659705232,149.822529760816,0.34999999999999987,0.6362092495347587,0.029304378952392306,0.0,0.33672365065090604,60,0.3364070517041381,0.27840922355409287,0.3940030497356024,58.9781,57.0,59.0,61.0,4.0,0.0,0.0,0.0,-1.0241694282581395,-0.6026928417743542,low-low,5
22,EL PLA DEL REMEI,L'EIXAMPLE,1.8,2.7,4.2,2.9,Vulnerabilidad Baja,386914.76625,0.38691476625,39.46901555918422,-0.3689645574038012,80,454,4,0.0,44.3,68.50000000000001,1173.3850439470013,206.76388439594737,0.5,0.43222528173238883,0.027979954659348532,0.0,0.33526357545158636,61,0.3349977581066523,0.28165525509063044,0.3837416735835817,58.6623,53.0,61.0,61.0,8.0,0.0,0.0,0.0,-1.037106693304315,-1.0356974225203053,low-low,5
61,EXPOSICIO,EL PLA DEL REAL,2.0,2.7,4.1,2.9,Vulnerabilidad Baja,381608.675,0.381608675,39.476137836544765,-0.363690364219517,72,525,6,0.0,21.65,101.7,1375.754888171764,188.67495609212762,0.5,0.3335995226652168,0.047786660303066456,0.0,0.3096371888601783,62,0.309430789516731,0.26063561681694947,0.3557178449496031,61.7799,56.0,62.0,65.0,9.0,0.0,0.0,0.0,-1.2641740085106035,-0.6356980699080725,low-low,5
62,MESTALLA,EL PLA DEL REAL,3.0,2.9,3.7,3.2,Vulnerabilidad Baja,843587.0222,0.8435870222,39.47098033451849,-0.35884497916704283,151,811,10,0.0,37.1,88.48999999999997,961.3708825024169,178.99753792585074,0.34999999999999987,0.5355512376600828,0.039905739171936495,0.0,0.30864651913241214,63,0.30838173091723714,0.25930113398939314,0.3560958107411111,62.4072,61.0,62.0,63.0,2.0,0.0,0.0,0.0,-1.2729520199769346,-0.028309942000446925,low-low,5
21,RUSSAFA,L'EIXAMPLE,4.4,2.4,3.2,3.3,Vulnerabilidad Baja,877698.7044,0.8776987044000001,39.461190548661875,-0.37369546592932945,178,910,11,0.0,47.4,163.6,1036.8022596342798,202.803079357035,0.30000000000000004,0.4987894520511092,0.0847154277532514,0.0,0.2865799211659831,64,0.2863827501037813,0.24386336580167953,0.3275280987003201,64.7583,63.0,64.0,69.0,6.0,0.0,0.0,0.0,-1.4684771728540686,0.05918694739147659,low-high,5
13,EL CARME,CIUTAT VELLA,2.8,3.6,3.1,3.2,Vulnerabilidad Baja,384064.39905,0.38406439905,39.479044187093315,-0.3799855300141898,80,460,5,0.0,60.0,106.86000000000001,1197.7158027086864,208.2984004710759,0.34999999999999987,0.4203675884048876,0.050865051903114196,0.0,0.2762832869020891,65,0.2760767094737188,0.2349887670860954,0.3133852452278217,66.293,65.0,66.0,68.0,3.0,0.0,0.0,0.0,-1.5597123959560013,-0.9877452812561104,low-low,5
141,BENIMACLET,BENIMACLET,3.8,2.4,3.0,3.1,Vulnerabilidad Baja,743390.3532,0.7433903532,39.484598677338425,-0.3594063428060842,202,954,9,0.0,36.3,43.34,1283.309631196328,271.72803511704217,0.3999999999999999,0.3786530911763226,0.012969812671518912,0.0,0.2761898898872005,66,0.27595484778376755,0.2313442480358893,0.3166451054641725,66.0472,65.0,66.0,67.0,2.0,0.0,0.0,0.0,-1.5605399573971503,-0.27205436394199,low-low,5
64,CIUTAT UNIVERSITARIA,EL PLA DEL REAL,1.8,3.1,4.0,3.0,Vulnerabilidad Baja,276954.5078,0.2769545078,39.47854970455085,-0.3586248160984583,43,404,3,0.0,42.9,82.66,1458.7233232244214,155.26015568972804,0.44999999999999996,0.29316452150666755,0.0364276339338981,0.0,0.27523488323877987,67,0.27504603577132847,0.23062143821123005,0.31703865909580725,65.8296,62.0,66.0,68.0,6.0,0.0,0.0,0.0,-1.5690019695847655,-0.805277676160661,low-low,5
16,SANT FRANCESC,CIUTAT VELLA,1.6,3.1,4.3,3.0,Vulnerabilidad Baja,438654.78475,0.43865478474999997,39.47010644486034,-0.37604900549117987,92,664,5,0.0,38.4,39.32,1513.7188127981547,209.73212466480456,0.44999999999999996,0.26636224804908637,0.01057153084357475,0.0,0.2620229805834408,68,0.261821582295532,0.21620183359551753,0.30572216201455166,67.9132,65.0,68.0,69.0,4.0,0.0,0.0,0.0,-1.686068464855718,-0.9581852574732239,low-low,5
41,CAMPANAR,CAMPANAR,4.4,3.0,3.6,3.7,Vulnerabilidad Baja,988021.1798,0.9880211798,39.48105243712336,-0.39422300941943283,105,646,11,0.0,73.4,101.7,653.8321376175016,106.27302546414501,0.09999999999999987,0.6854314842602267,0.047786660303066456,0.0,0.2551867773386812,69,0.2549220175643971,0.1886475999617737,0.32673400647239265,67.7519,63.0,69.0,70.0,7.0,0.0,0.0,0.0,-1.746641901982922,0.08743859421817998,low-high,5
15,EL MERCAT,CIUTAT VELLA,1.0,3.6,3.7,2.8,Vulnerabilidad Baja,172793.1747,0.1727931747,39.47383025963899,-0.3788324785331172,52,356,2,0.0,19.2,24.080000000000002,2060.266562137538,300.9378124470561,0.55,0.0,0.0014795370480849544,0.0,0.22029590740961702,70,0.22017531349857933,0.15697722421235438,0.286906680249429,69.3202,67.0,70.0,70.0,3.0,0.0,0.0,0.0,-2.055798877030692,-1.1313958908725799,low-low,5
